RTENAME,StateNm,RouteID,U_S_R_I,id,ppt00_mean,ppt01_mean,ppt15_mean,ppt16_mean,tmean00_me,tmean01_me,tmean15_me,tmean16_me
PONTIAC,34,032,34_032,1203,773.782500000000000,967.077500000000000,1150.257499999990000,979.817499999999000,11.960000000000000,10.777500000000000,10.990000000000000,10.430000000000000
PONTIAC,34,032,34_032,1204,788.801249999999000,983.615000000000000,1135.439999999990000,994.176249999999000,11.956250000000000,10.772499999999900,10.943750000000000,10.400000000000000
PONTIAC,34,032,34_032,1205,837.620000000000000,986.460000000000000,1128.476666666660000,1064.221666666660000,11.958333333333300,10.796666666666600,10.890000000000000,10.295000000000000
CAMERON,34,024,34_024,1206,857.995714285714000,1055.255714285710000,1154.898571428570000,988.117142857142000,11.848571428571400,10.591428571428500,10.897142857142800,10.412857142857100
CAMERON,34,024,34_024,1207,863.893750000000000,1035.698750000000000,1151.241250000000000,963.102499999999000,11.686250000000000,10.496250000000000,10.744999999999900,10.254999999999900
CAMERON,34,024,34_024,1208,864.877500000000000,1015.146250000000000,1150.141250000000000,945.988749999999000,11.631250000000000,10.463750000000000,10.758749999999900,10.246250000000000
CAMERON,34,024,34_024,1209,863.245714285714000,994.221428571428000,1131.298571428570000,925.888571428571000,11.607142857142800,10.442857142857100,10.774285714285700,10.264285714285700
CAMERON,34,024,34_024,1210,865.231666666666000,976.176666666666000,1112.816666666660000,922.225000000000000,11.581666666666600,10.425000000000000,10.774999999999900,10.271666666666600
FAIRBURY,34,031,34_031,1211,720.581428571428000,862.762857142857000,1226.354285714280000,1008.730000000000000,11.955714285714200,10.799999999999900,11.005714285714200,10.367142857142800
FAIRBURY,34,031,34_031,1212,746.502500000000000,885.040000000000000,1236.545000000000000,1025.139999999990000,11.931250000000000,10.767500000000000,10.963750000000000,10.283750000000000
FAIRBURY,34,031,34_031,1213,769.163999999999000,899.536000000000000,1215.347999999990000,1050.693999999990000,11.936000000000000,10.772000000000000,10.959999999999900,10.254000000000000
FAIRBURY,34,031,34_031,1214,818.906000000000000,953.234000000000000,1224.838000000000000,1102.802000000000000,11.896000000000000,10.751999999999900,10.936000000000000,10.196000000000000
FAIRBURY,34,031,34_031,1215,845.201999999999000,998.680000000000000,1262.375999999990000,1123.248000000000000,11.837999999999900,10.699999999999900,10.931999999999900,10.178000000000000
TERRE HAUTE,34,022,34_022,1216,887.150000000000000,1075.470000000000000,1133.112500000000000,924.562500000000000,12.163749999999900,11.126250000000000,11.052499999999900,10.598750000000000
TERRE HAUTE,34,022,34_022,1217,868.949999999999000,1089.480000000000000,1123.301666666660000,992.078333333333000,12.165000000000000,11.056666666666600,11.180000000000000,10.706666666666600
TERRE HAUTE,34,022,34_022,1218,852.536000000000000,1080.420000000000000,1138.350000000000000,1029.458000000000000,12.074000000000000,10.818000000000000,11.138000000000000,10.639999999999900
TERRE HAUTE,34,022,34_022,1219,849.145714285714000,1071.728571428570000,1151.458571428570000,1019.985714285710000,12.008571428571400,10.677142857142800,11.085714285714200,10.578571428571400
TERRE HAUTE,34,022,34_022,1220,856.902000000000000,1064.700000000000000,1143.432000000000000,974.792000000000000,11.994000000000000,10.671999999999900,11.071999999999900,10.572000000000000
MINONK,34,029,34_029,1221,777.186666666666000,928.053333333333000,1209.016666666660000,941.329999999999000,12.096666666666600,10.988333333333300,11.240000000000000,10.740000000000000
MINONK,34,029,34_029,1222,763.922857142857000,932.334285714285000,1213.714285714280000,935.585714285714000,12.092857142857100,10.968571428571400,11.202857142857100,10.720000000000000
MINONK,34,029,34_029,1223,756.032857142857000,934.827142857142000,1210.610000000000000,925.055714285714000,12.068571428571400,10.921428571428500,11.158571428571400,10.681428571428500
MINONK,34,029,34_029,1224,751.618571428571000,950.468571428571000,1201.292857142850000,921.479999999999000,12.027142857142800,10.844285714285700,11.081428571428500,10.601428571428500
MINONK,34,029,34_029,1225,748.791428571428000,972.825714285714000,1170.161428571420000,936.530000000000000,11.994285714285700,10.790000000000000,11.017142857142800,10.530000000000000
WILLIAMSFLD,34,023,34_023,1226,830.248333333333000,975.556666666666000,1225.996666666660000,868.963333333333000,11.726666666666600,10.656666666666600,10.918333333333300,10.365000000000000
WILLIAMSFLD,34,023,34_023,1227,827.168000000000000,968.079999999999000,1196.522000000000000,858.922000000000000,11.782000000000000,10.714000000000000,10.962000000000000,10.414000000000000
WILLIAMSFLD,34,023,34_023,1228,831.117142857142000,969.910000000000000,1190.407142857140000,860.867142857142000,11.842857142857100,10.780000000000000,11.037142857142800,10.490000000000000
WILLIAMSFLD,34,023,34_023,1229,818.693750000000000,944.676249999999000,1156.119999999990000,920.687500000000000,11.738750000000000,10.653750000000000,10.984999999999900,10.431250000000000
WILLIAMSFLD,34,023,34_023,1230,812.074000000000000,926.696000000000000,1115.932000000000000,954.658000000000000,11.638000000000000,10.552000000000000,10.923999999999900,10.361999999999900
DEER CREEK,34,027,34_027,1231,801.003750000000000,957.700000000000000,1399.277499999990000,981.176249999999000,12.388750000000000,11.285000000000000,11.371250000000000,10.862499999999900
DEER CREEK,34,027,34_027,1232,791.620000000000000,996.514999999999000,1408.291666666660000,1014.750000000000000,12.346666666666600,11.208333333333300,11.343333333333300,10.845000000000000
DEER CREEK,34,027,34_027,1233,774.262499999999000,1025.052500000000000,1386.582499999990000,1014.686250000000000,12.315000000000000,11.143750000000000,11.278750000000000,10.780000000000000
DEER CREEK,34,027,34_027,1234,762.347142857142000,1043.711428571420000,1331.480000000000000,1005.891428571420000,12.285714285714200,11.112857142857100,11.201428571428500,10.694285714285700
DEER CREEK,34,027,34_027,1235,764.804285714285000,1027.924285714280000,1277.111428571420000,998.072857142857000,12.245714285714200,11.087142857142800,11.137142857142800,10.624285714285700
DUNCAN MILLS,34,071,34_071,1236,836.031666666666000,1022.078333333330000,1110.241666666660000,878.308333333333000,12.233333333333300,11.236666666666600,11.390000000000000,10.825000000000000
DUNCAN MILLS,34,071,34_071,1237,845.292000000000000,1008.049999999990000,1116.594000000000000,920.701999999999000,12.264000000000000,11.291999999999900,11.406000000000000,10.821999999999900
DUNCAN MILLS,34,071,34_071,1238,848.143333333333000,998.549999999999000,1132.758333333330000,942.171666666666000,12.275000000000000,11.329999999999900,11.381666666666600,10.793333333333300
DUNCAN MILLS,34,071,34_071,1239,849.268571428571000,996.518571428571000,1147.705714285710000,944.154285714285000,12.425714285714200,11.517142857142800,11.492857142857100,10.879999999999900
DUNCAN MILLS,34,071,34_071,1240,848.521666666666000,1000.000000000000000,1171.785000000000000,954.085000000000000,12.498333333333300,11.609999999999900,11.516666666666600,10.873333333333300
STILLWELL,34,020,34_020,1241,825.651666666666000,1118.553333333330000,1181.668333333330000,821.281666666666000,12.660000000000000,11.703333333333300,11.839999999999900,11.330000000000000
STILLWELL,34,020,34_020,1242,829.699999999999000,1146.984285714280000,1157.762857142850000,839.021428571428000,12.674285714285700,11.705714285714200,11.875714285714200,11.347142857142800
STILLWELL,34,020,34_020,1243,838.865000000000000,1183.384999999990000,1141.368333333330000,842.115000000000000,12.608333333333300,11.635000000000000,11.808333333333300,11.258333333333300
STILLWELL,34,020,34_020,1244,839.953333333333000,1171.051666666660000,1200.071666666660000,854.955000000000000,12.418333333333300,11.445000000000000,11.571666666666600,11.048333333333300
STILLWELL,34,020,34_020,1245,840.467142857142000,1135.468571428570000,1182.040000000000000,891.957142857142000,12.305714285714200,11.324285714285700,11.485714285714200,10.995714285714200
GREENVIEW,34,072,34_072,1246,825.973333333333000,901.301666666666000,1197.861666666660000,810.230000000000000,12.604999999999900,11.656666666666600,11.656666666666600,11.196666666666600
GREENVIEW,34,072,34_072,1247,814.241428571428000,916.734285714285000,1172.698571428570000,850.802857142856000,12.622857142857100,11.694285714285700,11.660000000000000,11.252857142857100
GREENVIEW,34,072,34_072,1248,803.370000000000000,936.277500000000000,1204.416249999990000,885.094999999999000,12.623750000000000,11.682499999999900,11.592499999999900,11.195000000000000
GREENVIEW,34,072,34_072,1249,801.375714285714000,952.251428571428000,1233.181428571420000,894.371428571428000,12.617142857142800,11.681428571428500,11.527142857142800,11.040000000000000
GREENVIEW,34,072,34_072,1250,794.992500000000000,956.748750000000000,1280.071249999990000,913.082499999999000,12.601250000000000,11.668749999999900,11.525000000000000,10.997500000000000
MONTICELLO,34,030,34_030,1251,823.822500000000000,772.584999999999000,1133.295000000000000,1054.532500000000000,12.292499999999900,11.207500000000000,11.417499999999900,10.779999999999900
MONTICELLO,34,030,34_030,1252,800.843333333333000,790.926666666666000,1095.441666666660000,1102.873333333330000,12.240000000000000,11.133333333333300,11.323333333333300,10.670000000000000
MONTICELLO,34,030,34_030,1253,781.550000000000000,804.468571428571000,1132.020000000000000,1178.785714285710000,12.178571428571400,11.071428571428500,11.214285714285700,10.528571428571400
MONTICELLO,34,030,34_030,1254,781.402857142857000,825.108571428571000,1150.559999999990000,1158.461428571420000,12.168571428571400,11.062857142857100,11.177142857142800,10.497142857142800
MONTICELLO,34,030,34_030,1255,783.958571428571000,860.338571428571000,1156.555714285710000,1111.950000000000000,12.167142857142800,11.062857142857100,11.132857142857100,10.470000000000000
CAMP POINT,34,070,34_070,1256,789.462857142857000,1008.381428571420000,1219.725714285710000,802.568571428571000,12.987142857142800,11.987142857142800,12.217142857142800,11.720000000000000
CAMP POINT,34,070,34_070,1257,794.868750000000000,1012.272500000000000,1200.252500000000000,825.105000000000000,13.006250000000000,12.007500000000000,12.195000000000000,11.722499999999900
CAMP POINT,34,070,34_070,1258,800.996666666666000,1018.318333333330000,1194.670000000000000,829.699999999999000,12.953333333333300,11.983333333333300,12.070000000000000,11.609999999999900
CAMP POINT,34,070,34_070,1259,810.308571428571000,1039.741428571420000,1175.294285714280000,819.291428571428000,12.797142857142800,11.879999999999900,11.891428571428500,11.408571428571400
CAMP POINT,34,070,34_070,1260,815.326666666666000,1038.113333333330000,1167.014999999990000,814.298333333333000,12.788333333333300,11.876666666666600,11.880000000000000,11.399999999999900
BLUFF SPGS,34,036,34_036,1261,892.334444444444000,958.205555555555000,1198.352222222220000,786.685555555555000,12.793333333333300,11.968888888888800,11.788888888888800,11.256666666666600
BLUFF SPGS,34,036,34_036,1262,886.472857142857000,956.095714285714000,1186.891428571420000,801.867142857142000,12.757142857142800,11.902857142857100,11.785714285714200,11.247142857142800
BLUFF SPGS,34,036,34_036,1263,901.165999999999000,974.490000000000000,1151.101999999990000,827.030000000000000,12.704000000000000,11.835999999999900,11.715999999999900,11.170000000000000
BLUFF SPGS,34,036,34_036,1264,884.334999999999000,964.297500000000000,1129.113749999990000,804.141249999999000,12.690000000000000,11.832500000000000,11.707500000000000,11.161249999999900
BLUFF SPGS,34,036,34_036,1265,837.641428571428000,928.145714285714000,1114.378571428570000,777.417142857142000,12.652857142857100,11.762857142857100,11.684285714285700,11.121428571428500
HUMBOLDT,34,047,34_047,1266,1027.431250000000000,950.338750000000000,1095.474999999990000,977.077499999999000,12.750000000000000,11.690000000000000,12.074999999999900,11.421250000000000
HUMBOLDT,34,047,34_047,1267,969.550000000000000,943.957142857142000,1094.882857142850000,993.327142857143000,12.664285714285700,11.591428571428500,11.948571428571400,11.357142857142800
HUMBOLDT,34,047,34_047,1268,926.872857142857000,930.320000000000000,1095.561428571420000,1013.609999999990000,12.558571428571400,11.477142857142800,11.795714285714200,11.298571428571400
HUMBOLDT,34,047,34_047,1269,896.668333333333000,897.591666666666000,1070.500000000000000,1044.214999999990000,12.440000000000000,11.341666666666600,11.600000000000000,11.058333333333300
HUMBOLDT,34,047,34_047,1270,882.050000000000000,878.151666666666000,1082.746666666660000,1056.133333333330000,12.378333333333300,11.271666666666600,11.503333333333300,10.891666666666600
PAWNEE,34,040,34_040,1271,901.065000000000000,921.996666666666000,1089.596666666660000,937.758333333333000,12.914999999999900,11.920000000000000,11.768333333333300,11.209999999999900
PAWNEE,34,040,34_040,1272,901.121666666666000,919.348333333333000,1091.125000000000000,913.884999999999000,12.914999999999900,11.920000000000000,11.778333333333300,11.218333333333300
PAWNEE,34,040,34_040,1273,910.674000000000000,915.060000000000000,1138.968000000000000,872.048000000000000,12.896000000000000,11.888000000000000,11.904000000000000,11.336000000000000
PAWNEE,34,040,34_040,1274,922.888333333333000,919.838333333333000,1181.500000000000000,881.094999999999000,12.858333333333300,11.826666666666600,11.961666666666600,11.393333333333300
PAWNEE,34,040,34_040,1275,936.182000000000000,930.540000000000000,1190.311999999990000,904.337999999999000,12.834000000000000,11.770000000000000,12.048000000000000,11.457999999999900
CONCORD,34,038,34_038,1276,922.641249999999000,1062.228749999990000,1446.916249999990000,843.714999999999000,13.032500000000000,12.077500000000000,12.193750000000000,11.666250000000000
CONCORD,34,038,34_038,1277,930.238749999999000,1074.942500000000000,1455.351250000000000,852.660000000000000,12.977500000000000,12.037500000000000,12.157500000000000,11.627500000000000
CONCORD,34,038,34_038,1278,932.698750000000000,1075.101249999990000,1404.497499999990000,833.245000000000000,12.982500000000000,12.064999999999900,12.147500000000000,11.627500000000000
CONCORD,34,038,34_038,1279,917.921111111111000,1043.842222222220000,1309.686666666660000,794.379999999999000,12.920000000000000,12.044444444444400,12.012222222222200,11.501111111111100
CONCORD,34,038,34_038,1280,894.304285714285000,1002.424285714280000,1220.345714285710000,751.347142857142000,12.837142857142800,12.002857142857100,11.859999999999900,11.338571428571400
CLARKSDALE,34,041,34_041,1281,945.276250000000000,926.172500000000000,1156.298750000000000,901.613749999999000,12.967500000000000,11.920000000000000,12.543750000000000,11.905000000000000
CLARKSDALE,34,041,34_041,1282,950.327500000000000,933.197500000000000,1164.413750000000000,925.716250000000000,12.903750000000000,11.843750000000000,12.212500000000000,11.601250000000000
CLARKSDALE,34,041,34_041,1283,951.463749999999000,933.113749999999000,1164.111250000000000,940.000000000000000,12.820000000000000,11.727500000000000,12.002500000000000,11.413750000000000
CLARKSDALE,34,041,34_041,1284,968.804999999999000,930.949999999999000,1165.630000000000000,949.604999999999000,12.691666666666600,11.541666666666600,11.958333333333300,11.366666666666600
CLARKSDALE,34,041,34_041,1285,993.051249999999000,928.759999999999000,1175.243750000000000,972.056250000000000,12.698750000000000,11.537500000000000,12.034999999999900,11.426250000000000
ATHENSVILLE,34,037,34_037,1286,916.687500000000000,1041.697499999990000,1454.069999999990000,803.372499999999000,12.997499999999900,12.002500000000000,12.090000000000000,11.549999999999900
ATHENSVILLE,34,037,34_037,1287,909.151666666666000,1041.541666666660000,1478.439999999990000,800.448333333333000,12.954999999999900,11.956666666666600,12.119999999999900,11.578333333333300
ATHENSVILLE,34,037,34_037,1288,943.881428571428000,1049.854285714280000,1449.684285714280000,819.405714285714000,12.972857142857100,11.990000000000000,12.181428571428500,11.640000000000000
ATHENSVILLE,34,037,34_037,1289,1004.261428571420000,1061.674285714280000,1401.057142857140000,847.489999999999000,12.982857142857100,12.004285714285700,12.167142857142800,11.622857142857100
ATHENSVILLE,34,037,34_037,1290,1020.712000000000000,1056.759999999990000,1368.491999999990000,877.929999999999000,13.007999999999900,12.020000000000000,12.178000000000000,11.622000000000000
ROSAMOND,34,042,34_042,1291,955.250000000000000,933.475999999999000,1149.180000000000000,931.205999999999000,12.935999999999900,11.894000000000000,12.230000000000000,11.620000000000000
ROSAMOND,34,042,34_042,1292,950.569999999999000,935.172500000000000,1149.822499999990000,941.694999999999000,12.887500000000000,11.817499999999900,11.982499999999900,11.392500000000000
ROSAMOND,34,042,34_042,1293,968.142499999999000,931.579999999999000,1155.622499999990000,924.837499999999000,12.870000000000000,11.765000000000000,12.022500000000000,11.410000000000000
ROSAMOND,34,042,34_042,1294,1019.331666666660000,932.280000000000000,1170.296666666660000,942.139999999999000,12.909999999999900,11.781666666666600,12.200000000000000,11.549999999999900
ROSAMOND,34,042,34_042,1295,1077.580000000000000,941.838750000000000,1169.038749999990000,999.526250000000000,13.026249999999900,11.903750000000000,12.302500000000000,11.613750000000000
ELDRED,34,074,34_074,1296,956.584285714285000,1044.312857142850000,1418.768571428570000,815.838571428571000,13.337142857142800,12.348571428571400,12.474285714285700,11.944285714285700
ELDRED,34,074,34_074,1297,933.467500000000000,1044.014999999990000,1434.856250000000000,803.198750000000000,13.261250000000000,12.273750000000000,12.401250000000000,11.866250000000000
ELDRED,34,074,34_074,1298,920.977142857142000,1044.945714285710000,1442.597142857140000,813.447142857142000,13.150000000000000,12.158571428571400,12.282857142857100,11.751428571428500
ELDRED,34,074,34_074,1299,919.276666666666000,1055.319999999990000,1421.365000000000000,819.628333333333000,13.095000000000000,12.123333333333300,12.238333333333300,11.713333333333300
ELDRED,34,074,34_074,1300,928.098333333333000,1070.686666666660000,1404.493333333330000,805.810000000000000,13.115000000000000,12.159999999999900,12.283333333333300,11.756666666666600
BRADBURY,34,046,34_046,1301,1286.208749999990000,1027.968750000000000,1293.565000000000000,1154.797500000000000,13.353750000000000,12.392500000000000,12.706249999999900,11.913750000000000
BRADBURY,34,046,34_046,1302,1338.568571428570000,1051.054285714280000,1299.952857142850000,1145.161428571420000,13.302857142857100,12.322857142857100,12.560000000000000,11.785714285714200
BRADBURY,34,046,34_046,1303,1329.951999999990000,1050.704000000000000,1283.750000000000000,1145.571999999990000,13.313999999999900,12.330000000000000,12.562000000000000,11.791999999999900
BRADBURY,34,046,34_046,1304,1287.360000000000000,1030.454000000000000,1259.878000000000000,1121.495999999990000,13.318000000000000,12.332000000000000,12.604000000000000,11.815999999999900
BRADBURY,34,046,34_046,1305,1263.451249999990000,1009.689999999990000,1254.867500000000000,1123.068749999990000,13.308750000000000,12.321249999999900,12.611250000000000,11.826250000000000
NILWOOD,34,075,34_075,1306,1063.191666666660000,957.946666666666000,1403.899999999990000,1011.748333333330000,12.888333333333300,11.816666666666600,12.481666666666600,11.816666666666600
NILWOOD,34,075,34_075,1307,1043.359999999990000,959.977499999999000,1323.918749999990000,1030.684999999990000,12.926250000000000,11.856250000000000,12.476250000000000,11.821249999999900
NILWOOD,34,075,34_075,1308,1009.041249999990000,961.538750000000000,1266.674999999990000,993.062500000000000,13.013749999999900,11.976250000000000,12.516249999999900,11.867500000000000
NILWOOD,34,075,34_075,1309,981.081111111111000,952.692222222222000,1221.661111111110000,937.067777777777000,13.043333333333300,12.024444444444400,12.548888888888800,11.904444444444400
NILWOOD,34,075,34_075,1310,960.255714285714000,944.122857142857000,1181.548571428570000,877.544285714285000,13.075714285714200,12.071428571428500,12.644285714285700,12.000000000000000
JAMESTOWN,34,051,34_051,1311,1208.485714285710000,975.115714285714000,1384.182857142850000,1142.711428571420000,14.545714285714200,13.739999999999900,13.762857142857100,12.988571428571400
JAMESTOWN,34,051,34_051,1312,1227.082857142850000,957.347142857142000,1374.334285714280000,1094.604285714280000,14.378571428571400,13.551428571428500,13.637142857142800,12.865714285714200
JAMESTOWN,34,051,34_051,1313,1238.162500000000000,949.077500000000000,1372.246250000000000,1030.258749999990000,14.221249999999900,13.395000000000000,13.506250000000000,12.735000000000000
JAMESTOWN,34,051,34_051,1314,1242.407142857140000,944.144285714285000,1365.621428571420000,977.658571428571000,14.129999999999900,13.301428571428500,13.425714285714200,12.637142857142800
JAMESTOWN,34,051,34_051,1315,1235.417142857140000,932.491428571428000,1359.350000000000000,927.552857142857000,14.040000000000000,13.194285714285700,13.335714285714200,12.524285714285700
FLORA,34,057,34_057,1316,1236.200000000000000,886.293750000000000,1408.707500000000000,1231.276249999990000,14.032499999999900,12.878750000000000,13.173750000000000,12.461250000000000
FLORA,34,057,34_057,1317,1268.549999999990000,874.894285714285000,1393.610000000000000,1197.674285714280000,13.998571428571400,12.872857142857100,13.181428571428500,12.475714285714200
FLORA,34,057,34_057,1318,1263.117142857140000,880.044285714285000,1370.767142857140000,1222.834285714280000,13.912857142857100,12.825714285714200,13.152857142857100,12.442857142857100
FLORA,34,057,34_057,1319,1247.305000000000000,900.258333333333000,1348.128333333330000,1233.849999999990000,13.808333333333300,12.763333333333300,13.088333333333300,12.358333333333300
FLORA,34,057,34_057,1320,1231.943333333330000,935.566666666666000,1313.361666666660000,1238.598333333330000,13.626666666666600,12.616666666666600,12.908333333333300,12.141666666666600
ST MORGAN,34,052,34_052,1321,1237.655999999990000,942.095999999999000,1382.167999999990000,988.676000000000000,14.195999999999900,13.372000000000000,13.472000000000000,12.696000000000000
ST MORGAN,34,052,34_052,1322,1230.387499999990000,947.087500000000000,1387.184999999990000,1044.762500000000000,14.312500000000000,13.492500000000000,13.567500000000000,12.802500000000000
ST MORGAN,34,052,34_052,1323,1215.625000000000000,958.147499999999000,1392.764999999990000,1105.025000000000000,14.492500000000000,13.672499999999900,13.717499999999900,12.947500000000000
ST MORGAN,34,052,34_052,1324,1180.015000000000000,969.253333333333000,1413.189999999990000,1092.433333333330000,14.631666666666600,13.818333333333300,13.783333333333300,13.033333333333300
ST MORGAN,34,052,34_052,1325,1187.289999999990000,1003.389999999990000,1401.934999999990000,1137.461666666660000,14.626666666666600,13.830000000000000,13.790000000000000,13.056666666666600
BEAUCOUP,34,053,34_053,1326,1111.885714285710000,876.538571428571000,1367.557142857140000,1088.848571428570000,14.010000000000000,13.170000000000000,13.487142857142800,12.957142857142800
BEAUCOUP,34,053,34_053,1327,1147.000000000000000,897.736250000000000,1356.412500000000000,1006.347500000000000,14.066249999999900,13.201250000000000,13.438749999999900,12.821249999999900
BEAUCOUP,34,053,34_053,1328,1190.341666666660000,915.351666666666000,1336.551666666660000,945.551666666666000,14.108333333333300,13.208333333333300,13.344999999999900,12.608333333333300
BEAUCOUP,34,053,34_053,1329,1222.201666666660000,916.699999999999000,1351.616666666660000,972.085000000000000,14.041666666666600,13.126666666666600,13.193333333333300,12.353333333333300
BEAUCOUP,34,053,34_053,1330,1230.620000000000000,918.023333333333000,1320.431666666660000,994.039999999999000,13.958333333333300,13.036666666666600,13.118333333333300,12.243333333333300
DARMSTADT,34,078,34_078,1331,1164.526249999990000,900.177500000000000,1390.708750000000000,1067.538749999990000,14.356250000000000,13.456250000000000,13.623749999999900,12.927500000000000
DARMSTADT,34,078,34_078,1332,1160.761250000000000,901.600000000000000,1416.293749999990000,1121.576250000000000,14.354999999999900,13.461249999999900,13.593750000000000,12.895000000000000
DARMSTADT,34,078,34_078,1333,1155.024999999990000,906.916249999999000,1388.784999999990000,1112.466250000000000,14.278749999999900,13.372499999999900,13.511249999999900,12.813750000000000
DARMSTADT,34,078,34_078,1334,1147.905714285710000,905.974285714285000,1329.477142857140000,1085.715714285710000,14.222857142857100,13.330000000000000,13.490000000000000,12.807142857142800
