RTENAME,StateNm,RouteID,U_S_R_I,id,t00m_mean,t00j_mean,t01m_mean,t01j_mean,t15m_mean,t15j_mean,t16m_mean,t16j_mean
BELMONT,35,023,35_023,1440,18.375000000000000,21.920000000000000,18.230000000000000,20.975000000000000,18.899999999999900,22.119999999999900,16.079999999999900,23.104999999999900
PIMENTO,35,021,35_021,1441,19.367500000000000,22.772499999999900,19.422499999999900,21.864999999999900,19.539999999999900,23.000000000000000,16.942499999999900,24.515000000000000
PIMENTO,35,021,35_021,1442,19.343333333333300,22.730000000000000,19.416666666666600,21.859999999999900,19.480000000000000,22.920000000000000,16.910000000000000,24.493333333333300
PIMENTO,35,021,35_021,1443,19.227499999999900,22.627500000000000,19.329999999999900,21.812500000000000,19.437500000000000,22.875000000000000,16.955000000000000,24.490000000000000
PIMENTO,35,021,35_021,1444,18.866666666666600,22.370000000000000,19.016666666666600,21.530000000000000,19.446666666666600,22.823333333333300,17.086666666666600,24.466666666666600
PIMENTO,35,021,35_021,1445,18.704999999999900,22.262499999999900,18.882500000000000,21.362500000000000,19.315000000000000,22.687500000000000,16.899999999999900,24.275000000000000
VEVAY,35,040,35_040,1446,18.489999999999900,22.319999999999900,18.023333333333300,20.686666666666600,19.373333333333300,22.553333333333300,16.336666666666600,23.343333333333300
VEVAY,35,040,35_040,1447,18.643333333333300,22.436666666666600,18.180000000000000,20.860000000000000,19.496666666666600,22.723333333333300,16.476666666666600,23.483333333333300
VEVAY,35,040,35_040,1448,18.754999999999900,22.555000000000000,18.344999999999900,20.890000000000000,19.534999999999900,22.730000000000000,16.465000000000000,23.405000000000000
VEVAY,35,040,35_040,1449,18.609999999999900,22.523333333333300,18.250000000000000,20.719999999999900,19.266666666666600,22.489999999999900,16.173333333333300,23.040000000000000
VEVAY,35,040,35_040,1450,18.893333333333300,22.673333333333300,18.600000000000000,20.910000000000000,19.373333333333300,22.633333333333300,16.266666666666600,23.073333333333300
INDIAN SPGS,35,035,35_035,1451,18.460000000000000,22.350000000000000,18.515000000000000,21.175000000000000,18.649999999999900,22.759999999999900,16.335000000000000,23.480000000000000
INDIAN SPGS,35,035,35_035,1452,18.427500000000000,22.210000000000000,18.382499999999900,21.107500000000000,18.539999999999900,22.594999999999900,16.259999999999900,23.310000000000000
INDIAN SPGS,35,035,35_035,1453,18.412500000000000,22.052499999999900,18.277500000000000,21.032499999999900,18.447499999999900,22.409999999999900,16.184999999999900,23.067499999999900
INDIAN SPGS,35,035,35_035,1454,18.460000000000000,22.075000000000000,18.289999999999900,21.045000000000000,18.494999999999900,22.384999999999900,16.204999999999900,23.030000000000000
INDIAN SPGS,35,035,35_035,1455,18.550000000000000,22.184999999999900,18.380000000000000,21.107500000000000,18.605000000000000,22.449999999999900,16.282499999999900,23.132500000000000
SCOTTSBURG,35,041,35_041,1456,19.222500000000000,22.772499999999900,18.775000000000000,21.320000000000000,19.685000000000000,22.972499999999900,16.830000000000000,23.717500000000000
SCOTTSBURG,35,041,35_041,1457,19.313333333333300,22.876666666666600,18.866666666666600,21.430000000000000,19.719999999999900,22.980000000000000,16.873333333333300,23.763333333333300
SCOTTSBURG,35,041,35_041,1458,19.120000000000000,22.676666666666600,18.719999999999900,21.273333333333300,19.596666666666600,22.836666666666600,16.763333333333300,23.620000000000000
SCOTTSBURG,35,041,35_041,1459,18.936666666666600,22.516666666666600,18.550000000000000,21.126666666666600,19.493333333333300,22.656666666666600,16.636666666666600,23.433333333333300
SCOTTSBURG,35,041,35_041,1460,18.960000000000000,22.524999999999900,18.600000000000000,21.149999999999900,19.564999999999900,22.664999999999900,16.699999999999900,23.445000000000000
NEW PHILA,35,038,35_038,1461,18.643333333333300,22.190000000000000,18.386666666666600,21.069999999999900,19.000000000000000,22.813333333333300,16.403333333333300,23.469999999999900
NEW PHILA,35,038,35_038,1462,19.086666666666600,22.523333333333300,18.829999999999900,21.453333333333300,19.426666666666600,23.026666666666600,16.773333333333300,23.800000000000000
NEW PHILA,35,038,35_038,1463,18.719999999999900,22.259999999999900,18.437500000000000,21.062500000000000,19.102499999999900,22.547499999999900,16.402500000000000,23.280000000000000
NEW PHILA,35,038,35_038,1464,18.590000000000000,22.180000000000000,18.310000000000000,20.936666666666600,18.989999999999900,22.353333333333300,16.313333333333300,23.123333333333300
NEW PHILA,35,038,35_038,1465,18.736666666666600,22.319999999999900,18.493333333333300,21.073333333333300,19.160000000000000,22.443333333333300,16.506666666666600,23.293333333333300
CORYDON,35,039,35_039,1466,18.387500000000000,21.954999999999900,18.017499999999900,20.892499999999900,18.770000000000000,22.927500000000000,16.407500000000000,23.752500000000000
CORYDON,35,039,35_039,1467,18.285000000000000,21.859999999999900,17.935000000000000,20.789999999999900,18.530000000000000,22.740000000000000,16.210000000000000,23.504999999999900
CORYDON,35,039,35_039,1468,18.380000000000000,22.020000000000000,18.140000000000000,20.930000000000000,18.579999999999900,22.734999999999900,16.234999999999900,23.475000000000000
CORYDON,35,039,35_039,1469,18.716666666666600,22.326666666666600,18.563333333333300,21.239999999999900,18.953333333333300,23.006666666666600,16.546666666666600,23.756666666666600
CORYDON,35,039,35_039,1470,18.957500000000000,22.535000000000000,18.842500000000000,21.427499999999900,19.137499999999900,23.157499999999900,16.680000000000000,23.875000000000000
ROCK VALLEY,36,034,36_034,1471,17.083333333333300,19.686666666666600,16.000000000000000,20.990000000000000,14.703333333333300,20.959999999999900,15.306666666666600,22.796666666666600
ROCK VALLEY,36,034,36_034,1472,17.209999999999900,19.822499999999900,16.287499999999900,21.007500000000000,14.930000000000000,20.962500000000000,15.382500000000000,22.862500000000000
ROCK VALLEY,36,034,36_034,1473,17.160000000000000,19.774999999999900,16.325000000000000,20.925000000000000,14.960000000000000,20.925000000000000,15.375000000000000,22.795000000000000
ROCK VALLEY,36,034,36_034,1474,16.950000000000000,19.750000000000000,16.174999999999900,20.920000000000000,14.844999999999900,20.920000000000000,15.320000000000000,22.770000000000000
ROCK VALLEY,36,034,36_034,1475,16.962500000000000,19.787500000000000,16.242500000000000,20.972500000000000,14.845000000000000,20.945000000000000,15.350000000000000,22.832500000000000
GAZA,36,033,36_033,1476,16.640000000000000,19.153333333333300,15.670000000000000,20.186666666666600,15.383333333333300,20.993333333333300,15.580000000000000,22.876666666666600
GAZA,36,033,36_033,1477,16.719999999999900,19.305000000000000,15.780000000000000,20.355000000000000,15.015000000000000,20.855000000000000,15.385000000000000,22.859999999999900
GAZA,36,033,36_033,1478,16.655000000000000,19.285000000000000,15.730000000000000,20.350000000000000,14.739999999999900,20.664999999999900,15.180000000000000,22.660000000000000
GAZA,36,033,36_033,1479,16.829999999999900,19.469999999999900,15.965000000000000,20.539999999999900,14.660000000000000,20.670000000000000,15.180000000000000,22.710000000000000
GAZA,36,033,36_033,1480,16.956666666666600,19.586666666666600,16.153333333333300,20.656666666666600,14.680000000000000,20.693333333333300,15.223333333333300,22.776666666666600
TITONKA,36,032,36_032,1481,16.799999999999900,19.109999999999900,15.465000000000000,20.225000000000000,14.640000000000000,20.545000000000000,14.969999999999900,22.240000000000000
TITONKA,36,032,36_032,1482,16.719999999999900,19.076666666666600,15.363333333333300,20.136666666666600,14.619999999999900,20.463333333333300,14.886666666666600,22.116666666666600
TITONKA,36,032,36_032,1483,16.560000000000000,19.100000000000000,15.183333333333300,20.073333333333300,14.536666666666600,20.359999999999900,14.680000000000000,21.980000000000000
TITONKA,36,032,36_032,1484,16.462499999999900,19.090000000000000,15.105000000000000,20.022500000000000,14.497500000000000,20.322500000000000,14.605000000000000,21.890000000000000
TITONKA,36,032,36_032,1485,16.593333333333300,19.150000000000000,15.250000000000000,20.203333333333300,14.503333333333300,20.420000000000000,14.680000000000000,21.893333333333300
KANAWHA,36,022,36_022,1486,16.145000000000000,19.020000000000000,14.760000000000000,19.704999999999900,14.340000000000000,20.125000000000000,14.285000000000000,21.520000000000000
KANAWHA,36,022,36_022,1487,16.219999999999900,19.035000000000000,14.865000000000000,19.795000000000000,14.379999999999900,20.170000000000000,14.379999999999900,21.645000000000000
KANAWHA,36,022,36_022,1488,16.459999999999900,19.116666666666600,15.096666666666600,20.036666666666600,14.516666666666600,20.319999999999900,14.556666666666600,21.886666666666600
KANAWHA,36,022,36_022,1489,16.564999999999900,19.172499999999900,15.192499999999900,20.177499999999900,14.612500000000000,20.425000000000000,14.627500000000000,21.987499999999900
KANAWHA,36,022,36_022,1490,16.649999999999900,19.250000000000000,15.250000000000000,20.289999999999900,14.680000000000000,20.445000000000000,14.570000000000000,22.009999999999900
SIOUX CITY,36,028,36_028,1491,18.465000000000000,20.767499999999900,17.125000000000000,21.487499999999900,15.359999999999900,21.660000000000000,15.627500000000000,24.210000000000000
SIOUX CITY,36,028,36_028,1492,18.186666666666600,20.423333333333300,16.856666666666600,21.286666666666600,15.243333333333300,21.553333333333300,15.566666666666600,23.993333333333300
SIOUX CITY,36,028,36_028,1493,18.020000000000000,20.270000000000000,16.689999999999900,21.204999999999900,15.295000000000000,21.600000000000000,15.530000000000000,23.844999999999900
SIOUX CITY,36,028,36_028,1494,17.899999999999900,20.230000000000000,16.590000000000000,21.150000000000000,15.119999999999900,21.522499999999900,15.477499999999900,23.715000000000000
SIOUX CITY,36,028,36_028,1495,17.910000000000000,20.289999999999900,16.609999999999900,21.180000000000000,15.175000000000000,21.579999999999900,15.510000000000000,23.750000000000000
MCCALLSBURG,36,123,36_123,1496,17.572499999999900,20.087499999999900,16.022500000000000,20.555000000000000,15.609999999999900,20.855000000000000,15.372500000000000,23.147499999999900
MCCALLSBURG,36,123,36_123,1497,17.455000000000000,19.954999999999900,16.017499999999900,20.380000000000000,15.572500000000000,20.747499999999900,15.307500000000000,23.024999999999900
MCCALLSBURG,36,123,36_123,1498,17.442499999999900,19.905000000000000,16.012499999999900,20.322499999999900,15.532499999999900,20.682500000000000,15.260000000000000,22.917500000000000
MCCALLSBURG,36,123,36_123,1499,17.294999999999900,19.812500000000000,15.904999999999900,20.162499999999900,15.495000000000000,20.614999999999900,15.167500000000000,22.810000000000000
MCCALLSBURG,36,123,36_123,1500,17.223333333333300,19.760000000000000,15.873333333333300,20.096666666666600,15.456666666666600,20.566666666666600,15.119999999999900,22.713333333333300
SCRANTON,36,024,36_024,1501,17.079999999999900,20.183333333333300,15.723333333333300,20.410000000000000,14.940000000000000,20.809999999999900,15.046666666666600,23.456666666666600
SCRANTON,36,024,36_024,1502,17.164999999999900,20.282499999999900,15.867500000000000,20.439999999999900,15.035000000000000,20.892499999999900,15.157499999999900,23.590000000000000
SCRANTON,36,024,36_024,1503,17.250000000000000,20.316666666666600,15.983333333333300,20.413333333333300,15.160000000000000,20.949999999999900,15.266666666666600,23.633333333333300
SCRANTON,36,024,36_024,1504,17.313333333333300,20.330000000000000,15.986666666666600,20.379999999999900,15.180000000000000,20.943333333333300,15.320000000000000,23.686666666666600
SCRANTON,36,024,36_024,1505,17.299999999999900,20.233333333333300,15.926666666666600,20.376666666666600,15.130000000000000,20.849999999999900,15.400000000000000,23.609999999999900
BRYANT,36,006,36_006,1506,16.549999999999900,19.405000000000000,16.309999999999900,19.325000000000000,16.140000000000000,20.160000000000000,15.310000000000000,21.899999999999900
BRYANT,36,006,36_006,1507,16.699999999999900,19.579999999999900,16.500000000000000,19.510000000000000,16.305000000000000,20.250000000000000,15.410000000000000,21.939999999999900
BRYANT,36,006,36_006,1508,16.597500000000000,19.484999999999900,16.502500000000000,19.442499999999900,16.210000000000000,20.120000000000000,15.320000000000000,21.757500000000000
BRYANT,36,006,36_006,1509,16.697500000000000,19.622499999999900,16.637500000000000,19.574999999999900,16.274999999999900,20.157499999999900,15.397499999999900,21.822499999999900
BRYANT,36,006,36_006,1510,16.652500000000000,19.609999999999900,16.642499999999900,19.587499999999900,16.230000000000000,20.102499999999900,15.340000000000000,21.727499999999900
WASHINGTON,36,014,36_014,1511,17.449999999999900,20.414999999999900,16.145000000000000,20.435000000000000,15.835000000000000,21.030000000000000,15.690000000000000,23.930000000000000
WASHINGTON,36,014,36_014,1512,17.377500000000000,20.332500000000000,16.112500000000000,20.397500000000000,15.809999999999900,21.027500000000000,15.690000000000000,23.910000000000000
WASHINGTON,36,014,36_014,1513,17.355000000000000,20.289999999999900,16.070000000000000,20.419999999999900,15.745000000000000,20.977499999999900,15.597500000000000,23.844999999999900
WASHINGTON,36,014,36_014,1514,17.379999999999900,20.182500000000000,16.030000000000000,20.410000000000000,15.642500000000000,20.807499999999900,15.427500000000000,23.527500000000000
WASHINGTON,36,014,36_014,1515,17.393333333333300,20.126666666666600,16.023333333333300,20.413333333333300,15.563333333333300,20.726666666666600,15.273333333333300,23.286666666666600
PANTHER,36,013,36_013,1516,17.497499999999900,20.504999999999900,16.152499999999900,20.439999999999900,15.835000000000000,21.062500000000000,15.607500000000000,23.844999999999900
PANTHER,36,013,36_013,1517,17.410000000000000,20.350000000000000,16.115000000000000,20.385000000000000,15.800000000000000,20.949999999999900,15.697500000000000,23.870000000000000
PANTHER,36,013,36_013,1518,17.324999999999900,20.305000000000000,16.079999999999900,20.379999999999900,15.739999999999900,20.910000000000000,15.710000000000000,23.899999999999900
PANTHER,36,013,36_013,1519,17.329999999999900,20.289999999999900,16.064999999999900,20.410000000000000,15.734999999999900,20.935000000000000,15.660000000000000,23.875000000000000
PANTHER,36,013,36_013,1520,17.377500000000000,20.252499999999900,16.039999999999900,20.480000000000000,15.622499999999900,20.867500000000000,15.557499999999900,23.699999999999900
WEST LIBERTY,36,007,36_007,1521,17.664999999999900,20.359999999999900,17.034999999999900,20.225000000000000,16.835000000000000,21.195000000000000,16.035000000000000,23.324999999999900
